"id","year","state_name","state_code","sector","quantity"
3038,"2008","West Bengal","19","Pulp and Paper",0.07
3039,"2014","West Bengal","19","Power (Utility)",36.51
3040,"2015","West Bengal","19","Other",2.05
3041,"2012","West Bengal","19","Pulp and Paper",0.04
3042,"2014","West Bengal","19","Pulp and Paper",0.07
3043,"2016","West Bengal","19","Power (Captive)",0.23
3044,"2011","West Bengal","19","Power (Utility)",36.85
3045,"2007","West Bengal","19","Metallurgical Use- Direct Feed",0.08
3046,"2016","West Bengal","19","Metallurgical Use- Direct Feed",0.04
3047,"2010","West Bengal","19","Cement",0.01
3048,"2009","West Bengal","19","Metallurgical Use- Direct Feed",0.05
3049,"2012","West Bengal","19","Metallurgical Use- Cokeries",0.09
3050,"2006","West Bengal","19","Textiles and Rayons",0.02
3051,"2013","West Bengal","19","Metallurgical Use- Cokeries",0.33
3052,"2015","West Bengal","19","Bricks",0.03
3053,"2012","West Bengal","19","Power (Utility)",39.94
3054,"2019","West Bengal","19","Power (Utility)",0.9
3055,"2016","West Bengal","19","Pulp and Paper",0.07
3056,"2007","West Bengal","19","Metallurgical Use- Cokeries",1.14
3057,"2020","West Bengal","19","Power (Utility)",0.07
3058,"2020","West Bengal","19","Colliery Own - Consumption",0.18
3059,"2018","West Bengal","19","Metallurgical Use- Direct Feed",0.0
3060,"2009","West Bengal","19","Other",1.64
3061,"2006","West Bengal","19","Power (Captive)",0.03
3062,"2008","West Bengal","19","Power (Utility)",0.99
3063,"2006","West Bengal","19","Pulp and Paper",0.07
3064,"2020","West Bengal","19","Power (Captive)",0.54
3065,"2011","West Bengal","19","Colliery Staff",0.12
3066,"2010","West Bengal","19","Textiles and Rayons",0.03
3067,"2011","West Bengal","19","Metallurgical Use- Cokeries",0.02
3068,"2013","West Bengal","19","Metallurgical Use- Cokeries",0.51
3069,"2013","West Bengal","19","Power (Utility)",42.66
3070,"2018","West Bengal","19","Steel (Boilers)",0.23
3071,"2018","West Bengal","19","Power (Captive)",0.27
3072,"2006","West Bengal","19","Power (Utility)",30.32
3073,"2007","West Bengal","19","Cement",0.01
3074,"2014","West Bengal","19","Sponge Iron",1.19
3075,"2013","West Bengal","19","Bricks",0.04
3076,"2010","West Bengal","19","Colliery Own - Consumption",0.14
3077,"2017","West Bengal","19","Power (Utility)",0.74
3078,"2020","West Bengal","19","Other",1.75
3079,"2013","West Bengal","19","Metallurgical Use- Direct Feed",0.01
3080,"2011","West Bengal","19","Other",1.82
3081,"2007","West Bengal","19","Steel (Boilers)",0.23
3082,"2009","West Bengal","19","Pulp and Paper",0.06
3083,"2006","West Bengal","19","Bricks",0.01
3084,"2018","West Bengal","19","Other",2.57
3085,"2020","West Bengal","19","Metallurgical Use- Direct Feed",0.17
